Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"4,140,000 EGP",90.0,2.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana,Basic,4140000.0,46000.0
"9,630,000 EGP",168.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,Unknown,Finished,9630000.0,57321.43
"12,000,000 EGP",161.0,3.0,3 bathroom,8.0,2025.0,Broker,Garden,Installments,Zed West Towers,Basic,12000000.0,74534.16
"7,928,876 EGP",130.0,3.0,2 bathroom,1.0,2026.0,Broker,Garden,Installments,West View Residence,View,7928876.0,60991.35
"4,900,000 EGP",185.0,3.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,New Narges,Basic,4900000.0,26486.49
"6,045,000 EGP",130.0,3.0,2 bathroom,5.0,2025.0,Broker,Garden,Installments,New Zayed,Finished,6045000.0,46500.0
"5,250,000 EGP",155.0,3.0,3 bathroom,2.0,2024.0,Broker,Garden,Cash,Mountain View Icity,View,5250000.0,33870.97
"7,710,560 EGP",88.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park –,Park,7710560.0,87620.0
"4,312,000 EGP",98.0,2.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,Unknown,Basic,4312000.0,44000.0
"3,933,000 EGP",81.0,1.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,A High,Basic,3933000.0,48555.56
"2,800,000 EGP",81.0,1.0,1 bathroom,4.0,2027.0,Broker,Garden,Installments,Elan,Basic,2800000.0,34567.9
"1,850,000 EGP",165.0,3.0,2 bathroom,15.0,2015.0,Broker,Side Street,Cash,شارع إسماعيل الفنجري,Basic,1850000.0,11212.12
"7,193,520 EGP",102.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,A Prime Location,Park,7193520.0,70524.71
"13,500,000 EGP",125.0,2.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash,ليك فيو ريزيدنس,فيو,13500000.0,108000.0
"3,344,000 EGP",76.0,2.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana Resort,Basic,3344000.0,44000.0
"3,300,000 EGP",75.0,2.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana,Basic,3300000.0,44000.0
"9,200,100 EGP",105.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Cash or Installments,Holidays Park,Park,9200100.0,87620.0
"9,200,100 EGP",105.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Cash or Installments,Unknown,Park,9200100.0,87620.0
"3,059,000 EGP",133.0,3.0,3 bathroom,4.0,2027.0,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,3059000.0,23000.0
"4,100,000 EGP",165.0,3.0,2 bathroom,8.0,2012.0,Broker,Main Street,Cash,Unknown,Basic,4100000.0,24848.48
"3,300,000 EGP",160.0,3.0,2 bathroom,7.0,2011.0,Broker,Side Street,Cash,شارع 103,Basic,3300000.0,20625.0
"4,300,000 EGP",155.0,3.0,2 bathroom,2.0,2015.0,Broker,Main Street,Cash,Unknown,Basic,4300000.0,27741.94
"2,816,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,The Heart Of,Basic,2816000.0,44000.0
"16,387,000 EGP",131.0,2.0,1 bathroom,2.0,2028.0,Broker,Main Street,Cash or Installments,Unknown,Basic,16387000.0,125091.6
"9,000,000 EGP",168.0,3.0,2 bathroom,1.0,2026.0,Broker,Main Street,Cash,Unknown,Basic,9000000.0,53571.43
"4,163,000 EGP",181.0,3.0,3 bathroom,3.0,2026.0,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,4163000.0,23000.0
"2,816,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,An Upscale Inter,Basic,2816000.0,44000.0
"4,500,000 EGP",160.0,3.0,2 bathroom,2.0,2024.0,Broker,Side Street,Cash,المنطقه الثانيه السياحيه,Basic,4500000.0,28125.0
"3,036,000 EGP",69.0,2.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,Unknown,View,3036000.0,44000.0
"3,400,000 EGP",160.0,2.0,1 bathroom,5.0,2000.0,Broker,Side Street,Cash,Unknown,Basic,3400000.0,21250.0
"10,689,640 EGP",122.0,3.0,1 bathroom,2.0,2026.0,Broker,Pool,Cash or Installments,Unknown,"View, Pool",10689640.0,87620.0
"20,125,000 EGP",190.0,3.0,3 bathroom,4.0,2023.0,Broker,Garden,Installments,Unknown,"View, Pool, Installment",20125000.0,105921.05
"3,234,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,Basic,3234000.0,50531.25
"14,600,000 EGP",200.0,4.0,5 bathroom,4.0,2027.0,Broker,Garden,Installments,Hap Town Over,Basic,14600000.0,73000.0
"9,500,000 EGP",150.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,Taj City,Park,9500000.0,63333.33
"5,302,440 EGP",67.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,Park,5302440.0,79140.9
"3,500,000 EGP",136.0,3.0,2 bathroom,2.0,2015.0,Broker,Corner,Cash,شارع الحي الثالث,Basic,3500000.0,25735.29
"7,394,420 EGP",94.0,2.0,1 bathroom,1.0,2026.0,Broker,Garden,Installments,Holidays Park In,Park,7394420.0,78664.04
"7,500,000 EGP",200.0,3.0,3 bathroom,1.0,2017.0,Broker,Other,Cash,شارع مصدق,Basic,7500000.0,37500.0
"3,036,000 EGP",69.0,2.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana Prime Location,Basic,3036000.0,44000.0
"6,659,120 EGP",76.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park –,Park,6659120.0,87620.0
"10,878,171 EGP",167.0,3.0,3 bathroom,4.0,2025.0,Broker,Garden,Cash or Installments,The Village West,Ultra,10878171.0,65138.75
"16,500,000 EGP",190.0,3.0,4 bathroom,4.0,2023.0,Broker,Pool,Cash,90 Avenue,Basic,16500000.0,86842.11
"9,518,000 EGP",191.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,De Joya 1,Basic,9518000.0,49832.46
"5,250,000 EGP",150.0,3.0,3 bathroom,3.0,2029.0,Broker,Pool,Cash or Installments,Unknown,تقسيط,5250000.0,35000.0
"2,816,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Unknown,Basic,2816000.0,44000.0
"1,750,000 EGP",170.0,3.0,3 bathroom,,,EG-6592513,Side Street,Cash,Unknown,Basic,1750000.0,10294.12
"12,000,000 EGP",186.0,3.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Finished,12000000.0,64516.13
"2,948,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana Resort Near,Basic,2948000.0,46062.5
"2,816,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,The Trivana Resort,Basic,2816000.0,44000.0
"2,650,000 EGP",127.0,3.0,2 bathroom,3.0,2024.0,Broker,Main Street,Cash,Area N,Basic,2650000.0,20866.14
"8,750,000 EGP",175.0,3.0,3 bathroom,4.0,2025.0,Broker,Garden,Cash or Installments,De Joya 1,Installment,8750000.0,50000.0
"7,700,000 EGP",155.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,Dejoya 1 Over,Installment,7700000.0,49677.42
"7,767,700 EGP",154.0,3.0,3 bathroom,1.0,2026.0,Broker,Main Street,Cash or Installments,Unknown,"Garden, Finished",7767700.0,50439.61
"2,948,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,The Heart Of,Basic,2948000.0,46062.5
"2,150,000 EGP",130.0,3.0,3 bathroom,3.0,2025.0,Broker,Back,Cash,Hadayek Al Ahram.,Finished,2150000.0,16538.46
"9,500,000 EGP",290.0,4.0,3 bathroom,10.0,2020.0,Broker,Other,Cash,شارع جامعة الدول,Basic,9500000.0,32758.62
"2,904,000 EGP",63.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana The First,Basic,2904000.0,46095.24
"2,945,000 EGP",183.0,3.0,2 bathroom,7.0,2007.0,Broker,Main Street,Cash or Installments,Unknown,Basic,2945000.0,16092.9
"3,900,000 EGP",76.0,1.0,1 bathroom,1.0,2028.0,Broker,Garden,Installments,Bahja Residence,Basic,3900000.0,51315.79
"2,948,000 EGP",64.0,1.0,1 bathroom,1.0,2026.0,Broker,Side Street,Installments,Trivana Prime Location,Basic,2948000.0,46062.5
"2,904,000 EGP",63.0,1.0,1 bathroom,1.0,2026.0,Broker,Main Street,Installments,Hurghada’S Quietest Area,Basic,2904000.0,46095.24
"2,976,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,The Red Sea,Sea,2976000.0,48000.0
"5,760,000 EGP",128.0,3.0,2 bathroom,4.0,2029.0,Broker,Main Street,Cash or Installments,A Prime Location,Installment,5760000.0,45000.0
"5,500,000 EGP",185.0,3.0,2 bathroom,2.0,2025.0,Broker,Corner,Cash,شارع البنفسج,Basic,5500000.0,29729.73
"6,500,000 EGP",185.0,3.0,2 bathroom,3.0,2025.0,Broker,Other,Cash,Lotus New Cairo,Finished,6500000.0,35135.14
"6,500,000 EGP",300.0,4.0,3 bathroom,3.0,2025.0,Broker,Corner,Cash,شارع محمد احمد,Basic,6500000.0,21666.67
"5,800,000 EGP",120.0,2.0,2 bathroom,2.0,2028.0,Broker,Garden,Installments,Bahja Residence,Basic,5800000.0,48333.33
"4,800,000 EGP",160.0,2.0,2 bathroom,17.0,2025.0,Private Owner,Main Street,Cash or Installments,المنطقة المركزية,Basic,4800000.0,30000.0
"4,500,000 EGP",250.0,3.0,2 bathroom,3.0,2021.0,Broker,Side Street,Cash,المنطقة السياحية السادسة,Basic,4500000.0,18000.0
"6,500,000 EGP",131.0,2.0,2 bathroom,1.0,2028.0,Broker,Garden,Installments,Bahja Residence,Basic,6500000.0,49618.32
"3,750,000 EGP",121.0,2.0,2 bathroom,2.0,2028.0,Developer,Main Street,Installments,كمبوند ذا بيرل,Basic,3750000.0,30991.74
"4,700,000 EGP",160.0,3.0,2 bathroom,3.0,2018.0,Broker,Main Street,Cash,Sixth Neighborhood,Basic,4700000.0,29375.0
"5,000,000 EGP",185.0,3.0,2 bathroom,1.0,2022.0,Broker,Side Street,Cash,المجاوره الحاديه عشر,Basic,5000000.0,27027.03
"2,600,000 EGP",135.0,3.0,2 bathroom,,2024.0,Developer,Back,Cash or Installments,Nasr Ammar St,Basic,2600000.0,19259.26
"5,500,000 EGP",185.0,3.0,2 bathroom,3.0,2025.0,Broker,Side Street,Cash,المجاوره السابعه,Basic,5500000.0,29729.73
"6,045,000 EGP",130.0,3.0,2 bathroom,5.0,2025.0,Broker,Garden,Cash or Installments,West View,"View, Finished",6045000.0,46500.0
"3,700,000 EGP",125.0,2.0,1 bathroom,,2025.0,Broker,Side Street,Cash,شارع رقم 1,Basic,3700000.0,29600.0
"5,010,000 EGP",160.0,3.0,3 bathroom,4.0,2024.0,Broker,Main Street,Cash,Rock Eden Plaza,Basic,5010000.0,31312.5
"4,490,000 EGP",157.0,2.0,2 bathroom,10.0,2000.0,Broker,Side Street,Cash,The Sixth District,Basic,4490000.0,28598.73
"6,900,000 EGP",300.0,4.0,2 bathroom,3.0,2025.0,Broker,Side Street,Cash or Installments,المنطقة السياحية السادسة,Basic,6900000.0,23000.0
"2,000,000 EGP",180.0,3.0,2 bathroom,,,EG-6592489,Side Street,Cash,Unknown,Basic,2000000.0,11111.11
"6,386,000 EGP",103.0,2.0,2 bathroom,2.0,2028.0,Broker,Main Street,Cash or Installments,Sheikh Zayed. Delivery,Basic,6386000.0,62000.0
"5,650,000 EGP",175.0,4.0,3 bathroom,4.0,2028.0,Developer,Sea View,Cash or Installments,The Pearl Compound,Basic,5650000.0,32285.71
"1,255,000 EGP",157.0,3.0,3 bathroom,3.0,2025.0,Broker,Side Street,Cash or Installments,فيصل,Basic,1255000.0,7993.63
"2,675,000 EGP",125.0,2.0,2 bathroom,2.0,2023.0,Broker,Garden,Cash,ابو الهول 1,Basic,2675000.0,21400.0
"1,650,000 EGP",105.0,2.0,1 bathroom,,2017.0,Private Owner,Side Street,Cash,الحي السادس,Basic,1650000.0,15714.29
"6,630,000 EGP",221.0,3.0,3 bathroom,1.0,2028.0,Developer,Garden,Installments,الحي الثاني,Basic,6630000.0,30000.0
"7,300,000 EGP",200.0,3.0,3 bathroom,3.0,2010.0,Broker,Other,Cash,Other Neighborhoods In,Basic,7300000.0,36500.0
"7,774,000 EGP",169.0,3.0,3 bathroom,3.0,2029.0,Broker,Club,Cash or Installments,Unknown,"Finished, Installment",7774000.0,46000.0
"4,250,000 EGP",130.0,3.0,2 bathroom,4.0,2010.0,Broker,Other,Cash,Dar Misr,Basic,4250000.0,32692.31
"10,500,000 EGP",210.0,3.0,2 bathroom,2.0,2021.0,Broker,Garden,Cash,البنفسج فيلات,Basic,10500000.0,50000.0
"11,500,000 EGP",118.0,2.0,2 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,New Zayed,Finished,11500000.0,97457.63
"1,265,000 EGP",159.0,3.0,3 bathroom,6.0,2025.0,Broker,Side Street,Cash or Installments,فيصل,Basic,1265000.0,7955.97
"1,850,000 EGP",105.0,2.0,1 bathroom,4.0,2024.0,Developer,Main Street,Cash or Installments,Sudan St,Finished,1850000.0,17619.05
"13,780,000 EGP",160.0,3.0,3 bathroom,2.0,2028.0,Broker,Club,Cash or Installments,Al Nozha Street,Finished,13780000.0,86125.0
"2,150,000 EGP",150.0,3.0,2 bathroom,2.0,2024.0,Broker,Back,Installments,Suez City,Basic,2150000.0,14333.33
"3,900,000 EGP",248.0,3.0,2 bathroom,1.0,2018.0,Broker,Garden,Cash,النرجس الجديدة,Basic,3900000.0,15725.81
"3,900,000 EGP",220.0,4.0,3 bathroom,6.0,2018.0,Developer,Side Street,Cash,شارع الهرم,Basic,3900000.0,17727.27
"5,600,000 EGP",175.0,3.0,3 bathroom,1.0,2023.0,Broker,Garden,Cash,النرجس الجديدة,Basic,5600000.0,32000.0
"3,950,000 EGP",175.0,4.0,2 bathroom,3.0,2025.0,Developer,Main Street,Cash or Installments,Writers Union Rd,Basic,3950000.0,22571.43
"4,500,000 EGP",205.0,3.0,3 bathroom,2.0,2026.0,Broker,Garden,Cash,الأندلس 1,Basic,4500000.0,21951.22
"5,100,000 EGP",160.0,3.0,3 bathroom,3.0,2025.0,Broker,Other,Cash,Unknown,Basic,5100000.0,31875.0
"9,000,000 EGP",230.0,3.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Super Lux,9000000.0,39130.43
"5,985,000 EGP",128.0,2.0,2 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Park,5985000.0,46757.81
"7,163,000 EGP",108.0,2.0,2 bathroom,5.0,2025.0,Broker,Other,Installments,Unknown,View,7163000.0,66324.07
"5,246,000 EGP",195.0,3.0,2 bathroom,2.0,2027.0,Broker,Main Street,Installments,Rock Edin Compound,Installment,5246000.0,26902.56
"7,200,000 EGP",190.0,3.0,2 bathroom,1.0,2018.0,Broker,Side Street,Cash,شارع عبد الحميد,Basic,7200000.0,37894.74
"15,000,000 EGP",154.0,2.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Finished,15000000.0,97402.6
"5,200,000 EGP",150.0,3.0,2 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,Finished,5200000.0,34666.67
"6,400,000 EGP",210.0,3.0,2 bathroom,2.0,2025.0,Broker,Other,Cash,Unknown,View,6400000.0,30476.19
"10,500,000 EGP",175.0,3.0,3 bathroom,1.0,2024.0,Broker,Garden,Cash,مدينتي,Basic,10500000.0,60000.0
"5,300,000 EGP",150.0,3.0,2 bathroom,3.0,2025.0,Broker,Side Street,Cash or Installments,Lotus South Palace,"View, Ultra",5300000.0,35333.33
"5,700,000 EGP",200.0,3.0,2 bathroom,4.0,2020.0,Broker,Main Street,Cash,شارع محمد صبري,Basic,5700000.0,28500.0
"9,000,000 EGP",280.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,Unknown,Basic,9000000.0,32142.86
"2,450,000 EGP",160.0,3.0,2 bathroom,5.0,2000.0,Broker,Other,Cash,El Hay El,Basic,2450000.0,15312.5
"7,000,000 EGP",139.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash or Installments,De Joya 1,Basic,7000000.0,50359.71
"2,500,000 EGP",120.0,2.0,1 bathroom,1.0,2026.0,Broker,Garden,Cash or Installments,Unknown,Basic,2500000.0,20833.33
"10,000,000 EGP",360.0,5.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,النرجس2 فيلات التجمع,فيو,10000000.0,27777.78
"1,550,000 EGP",70.0,2.0,1 bathroom,4.0,2000.0,Broker,Other,Cash,Unknown,Basic,1550000.0,22142.86
"2,350,000 EGP",115.0,2.0,1 bathroom,3.0,2000.0,Broker,Other,Cash,Divided From El,Basic,2350000.0,20434.78
"5,200,000 EGP",200.0,3.0,2 bathroom,3.0,2025.0,Broker,Corner,Cash,Unknown,Basic,5200000.0,26000.0
"18,000,000 EGP",155.0,3.0,3 bathroom,3.0,2029.0,Broker,Corner,Cash or Installments,كمبوند جريان الشيخ,Basic,18000000.0,116129.03
"1,565,000 EGP",145.0,3.0,1 bathroom,9.0,2015.0,Broker,Side Street,Cash or Installments,Unknown,Basic,1565000.0,10793.1
"2,955,000 EGP",186.0,3.0,2 bathroom,7.0,2007.0,Broker,Main Street,Cash or Installments,Unknown,Basic,2955000.0,15887.1
"3,350,000 EGP",175.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,Area (N),Basic,3350000.0,19142.86
"7,000,000 EGP",185.0,3.0,3 bathroom,2.0,2021.0,Broker,Garden,Cash,Garden Heights Compound,"Garden, Finished",7000000.0,37837.84
"10,000,000 EGP",235.0,3.0,3 bathroom,2.0,2020.0,Broker,Other,Cash,شارع البطل أحمد,Basic,10000000.0,42553.19
"13,600,000 EGP",125.0,3.0,2 bathroom,4.0,2029.0,Broker,Corner,Cash or Installments,Aliva Over Installments,"Finished, Installment",13600000.0,108800.0
"3,200,000 EGP",156.0,3.0,2 bathroom,3.0,2025.0,Broker,Corner,Cash,6Th Of October,Basic,3200000.0,20512.82
"2,150,000 EGP",130.0,3.0,3 bathroom,2.0,2025.0,Broker,Side Street,Cash,Unknown,"بحر, تشطيب",2150000.0,16538.46
"7,500,000 EGP",300.0,3.0,3 bathroom,7.0,2015.0,Broker,Main Street,Cash,ارض الجولف خلف,Basic,7500000.0,25000.0
"10,020,000 EGP",167.0,3.0,3 bathroom,1.0,2026.0,Broker,Garden,Cash or Installments,Unknown,Basic,10020000.0,60000.0
"6,750,000 EGP",213.0,3.0,3 bathroom,8.0,2000.0,Broker,Other,Cash,شارع عبد المنعم,Basic,6750000.0,31690.14
"6,520,800 EGP",76.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park With,"View, Facilities",6520800.0,85800.0
"7,243,750 EGP",94.0,2.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,A Luxury Resort,View,7243750.0,77061.17
"1,900,000 EGP",120.0,3.0,1 bathroom,7.0,2012.0,Broker,Main Street,Cash,Unknown,Basic,1900000.0,15833.33
"7,550,400 EGP",88.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,Basic,7550400.0,85800.0
"2,590,000 EGP",150.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,A Prime Location,Basic,2590000.0,17266.67
"3,900,000 EGP",160.0,3.0,3 bathroom,2.0,2026.0,Broker,Side Street,Cash or Installments,Unknown,Basic,3900000.0,24375.0
"8,000,000 EGP",220.0,3.0,4 bathroom,1.0,2025.0,Broker,Garden,Cash,Unknown,View,8000000.0,36363.64
"2,864,160 EGP",54.0,1.0,1 bathroom,1.0,2026.0,Broker,Pool,Installments,Unknown,Basic,2864160.0,53040.0
"15,100,000 EGP",180.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,I City Over,Installment,15100000.0,83888.89
"6,000,000 EGP",200.0,3.0,3 bathroom,1.0,2026.0,Broker,Side Street,Cash or Installments,El Kornfol 4,Basic,6000000.0,30000.0
"7,636,200 EGP",89.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park With,View,7636200.0,85800.0
"4,508,400 EGP",85.0,2.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Unknown,Basic,4508400.0,53040.0
"4,508,400 EGP",85.0,2.0,1 bathroom,1.0,2027.0,Broker,Pool,Installments,Unknown,Basic,4508400.0,53040.0
"4,508,400 EGP",85.0,2.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,Unknown,Park,4508400.0,53040.0
"3,900,000 EGP",120.0,2.0,2 bathroom,1.0,2025.0,Broker,Back,Cash,South Lotus –,Finished,3900000.0,32500.0
"5,190,900 EGP",66.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,Park,5190900.0,78650.0
"10,000,000 EGP",117.0,2.0,2 bathroom,5.0,2029.0,Broker,Garden,Cash or Installments,كمبوند تاج سيتي,Basic,10000000.0,85470.09
"5,010,000 EGP",160.0,3.0,3 bathroom,4.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,5010000.0,31312.5
"5,348,200 EGP",68.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park –,Park,5348200.0,78650.0
"3,978,000 EGP",72.0,2.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Unknown,Basic,3978000.0,55250.0
"7,807,800 EGP",91.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,Facilities,7807800.0,85800.0
"7,807,800 EGP",91.0,2.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Holidays Park –,View,7807800.0,85800.0
"12,708,000 EGP",144.0,2.0,2 bathroom,2.0,2027.0,Broker,Other,Installments,Park Towers,Park,12708000.0,88250.0
"4,398,240 EGP",88.0,2.0,1 bathroom,2.0,2027.0,Broker,Main Street,Installments,Unknown,View,4398240.0,49980.0
"12,100,000 EGP",132.0,3.0,3 bathroom,5.0,2029.0,Broker,Garden,Cash or Installments,Origami Gardens,Garden,12100000.0,91666.67
"9,000,000 EGP",220.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,Beta Greens Compound,Basic,9000000.0,40909.09
"3,100,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Other,Installments,Unknown,Basic,3100000.0,50000.0
"5,151,000 EGP",101.0,2.0,1 bathroom,2.0,2027.0,Broker,Other,Installments,Unknown,Basic,5151000.0,51000.0
"2,300,000 EGP",130.0,3.0,1 bathroom,5.0,2001.0,Broker,Other,Cash,Divided From El,Basic,2300000.0,17692.31
"3,100,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Other,Installments,Unknown,Park,3100000.0,50000.0
"10,000,000 EGP",200.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,Unknown,Basic,10000000.0,50000.0
"3,100,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Other,Installments,Prime Arabia,Basic,3100000.0,50000.0
"14,000,000 EGP",160.0,3.0,3 bathroom,2.0,2015.0,Broker,Garden,Cash,سبيكترام,Basic,14000000.0,87500.0
"5,269,550 EGP",67.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,Unknown,Basic,5269550.0,78650.0
"2,976,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Unknown,Basic,2976000.0,48000.0
"12,500,000 EGP",153.0,2.0,2 bathroom,2.0,2023.0,Broker,Main Street,Cash,موقع ممتاز بكمبوند,Basic,12500000.0,81699.35
"13,200,000 EGP",160.0,3.0,3 bathroom,5.0,2025.0,Broker,Garden,Cash or Installments,I City New,Basic,13200000.0,82500.0
"1,250,000 EGP",96.0,2.0,1 bathroom,13.0,2012.0,Broker,Side Street,Cash,Unknown,Basic,1250000.0,13020.83
"2,700,000 EGP",115.0,2.0,1 bathroom,3.0,2020.0,Broker,Other,Cash,اكتوبر,Basic,2700000.0,23478.26
"2,976,000 EGP",62.0,1.0,1 bathroom,1.0,2027.0,Broker,Main Street,Installments,Unknown,View,2976000.0,48000.0
"6,606,600 EGP",77.0,1.0,1 bathroom,2.0,2026.0,Broker,Pool,Installments,A Strategic Location,Basic,6606600.0,85800.0
"2,650,000 EGP",50.0,1.0,1 bathroom,1.0,2027.0,Broker,Other,Installments,Arabia,Basic,2650000.0,53000.0
"6,900,000 EGP",191.0,3.0,2 bathroom,2.0,2025.0,Broker,Side Street,Cash,Doctor Hani Maher,Basic,6900000.0,36125.65
"2,300,000 EGP",130.0,3.0,1 bathroom,5.0,2000.0,Broker,Other,Cash,Divided From El,Basic,2300000.0,17692.31
"5,000,000 EGP",140.0,3.0,2 bathroom,4.0,1983.0,Broker,Main Street,Cash,شارع عبد الحميد,Basic,5000000.0,35714.29
"5,500,000 EGP",110.0,2.0,2 bathroom,4.0,2020.0,Broker,Garden,Cash,Park Towers,Park,5500000.0,50000.0
"7,800,000 EGP",110.0,2.0,2 bathroom,4.0,2026.0,Broker,Garden,Cash or Installments,Zed West Towers,Basic,7800000.0,70909.09
"12,800,000 EGP",120.0,2.0,2 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,Alivia Over Installment,"Finished, Installment",12800000.0,106666.67
"7,200,000 EGP",119.0,3.0,2 bathroom,3.0,2025.0,Broker,Main Street,Cash,Phase 7,Basic,7200000.0,60504.2
"8,500,000 EGP",210.0,4.0,3 bathroom,4.0,2025.0,Broker,Lake,Cash,كمبوند ذا سكوير,Basic,8500000.0,40476.19
"3,650,000 EGP",125.0,2.0,3 bathroom,3.0,2025.0,Broker,Other,Installments,كمبوند بلوم فيلدز,Basic,3650000.0,29200.0
"4,720,560 EGP",89.0,2.0,1 bathroom,1.0,2027.0,Broker,Pool,Installments,Vibrant Arabia,Basic,4720560.0,53040.0
"1,970,000 EGP",80.0,2.0,1 bathroom,,2015.0,Broker,Other,Cash,Unknown,Basic,1970000.0,24625.0
"6,300,000 EGP",165.0,3.0,3 bathroom,2.0,2025.0,Broker,Lake,Cash,كمبوند ذا سكوير,Basic,6300000.0,38181.82
"4,000,000 EGP",150.0,3.0,2 bathroom,1.0,1985.0,Broker,Main Street,Cash,Kafr Abdo,Basic,4000000.0,26666.67
"4,200,000 EGP",130.0,3.0,1 bathroom,3.0,1990.0,Broker,Main Street,Cash,عمارات العبور,Basic,4200000.0,32307.69
"3,200,000 EGP",85.0,2.0,1 bathroom,1.0,1971.0,Broker,Garden,Cash,شارع عبد الله,Basic,3200000.0,37647.06
"11,400,000 EGP",130.0,2.0,2 bathroom,5.0,2025.0,Broker,Garden,Cash or Installments,New Cairo,Basic,11400000.0,87692.31
"3,750,000 EGP",160.0,3.0,3 bathroom,2.0,2025.0,Developer,Main Street,Cash or Installments,Writers Union Rd,Basic,3750000.0,23437.5
"10,700,000 EGP",147.0,3.0,2 bathroom,1.0,2021.0,Broker,Garden,Cash,Al Marasem,Basic,10700000.0,72789.12
"3,250,000 EGP",171.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash,Area A,Basic,3250000.0,19005.85
"3,500,000 EGP",130.0,3.0,1 bathroom,4.0,2025.0,Broker,Main Street,Cash,Unknown,تشطيب,3500000.0,26923.08
