Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"5,000,000 EGP",186.0,3.0,2 bathroom,6.0,2025.0,Broker,Main Street,Cash or Installments,كمبوند معادي فالي,Basic,5000000.0,26881.72
"7,700,000 EGP",134.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,Unknown,Basic,7700000.0,57462.69
"11,900,000 EGP",140.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,I City New,Basic,11900000.0,85000.0
"9,200,000 EGP",180.0,3.0,2 bathroom,5.0,2025.0,Broker,Garden,Cash,Unknown,Basic,9200000.0,51111.11
"6,300,000 EGP",140.0,3.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash,Unknown,Finished,6300000.0,45000.0
"9,500,000 EGP",156.0,2.0,3 bathroom,3.0,2024.0,Broker,Main Street,Cash,كمبوند 90 أفينيو,Basic,9500000.0,60897.44
"1,450,000 EGP",100.0,2.0,1 bathroom,2.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,1450000.0,14500.0
"5,000,000 EGP",180.0,3.0,2 bathroom,4.0,2025.0,Broker,Back,Cash,The First Area,Basic,5000000.0,27777.78
"1,750,000 EGP",160.0,3.0,2 bathroom,4.0,2025.0,Broker,Side Street,Cash,Unknown,تشطيب,1750000.0,10937.5
"5,940,000 EGP",180.0,3.0,2 bathroom,4.0,2026.0,Broker,Main Street,Cash or Installments,The Second Area,Basic,5940000.0,33000.0
"9,500,000 EGP",122.0,2.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,كمبوند كازا,Basic,9500000.0,77868.85
"6,105,000 EGP",185.0,3.0,2 bathroom,4.0,2026.0,Broker,Main Street,Cash or Installments,The Second Area,Basic,6105000.0,33000.0
"6,600,000 EGP",200.0,3.0,2 bathroom,4.0,2025.0,Broker,Main Street,Cash,The First Area,Basic,6600000.0,33000.0
"7,500,000 EGP",220.0,3.0,3 bathroom,1.0,2026.0,Broker,Garden,Cash,South Academy –,"View, Finished",7500000.0,34090.91
"12,000,000 EGP",157.0,3.0,3 bathroom,5.0,2029.0,Broker,Garden,Cash or Installments,كمبوند ذا بترفلاي,تقسيط,12000000.0,76433.12
"3,600,000 EGP",96.0,2.0,1 bathroom,1.0,2015.0,Broker,Main Street,Cash,Al Ashrafia Compound,Basic,3600000.0,37500.0
"8,500,000 EGP",150.0,3.0,3 bathroom,16.0,2017.0,Developer,Sea View,Cash,El Geesh,Basic,8500000.0,56666.67
"8,200,000 EGP",289.0,3.0,2 bathroom,,2025.0,Broker,Garden,Cash,Suleiman Al,Basic,8200000.0,28373.7
"3,500,000 EGP",130.0,3.0,1 bathroom,4.0,2025.0,Broker,Garden,Cash,الحي السادس عشر,Basic,3500000.0,26923.08
"3,200,000 EGP",116.0,3.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash,كمبوند ليك فرنت,Basic,3200000.0,27586.21
"20,300,000 EGP",199.0,3.0,3 bathroom,2.0,2025.0,Broker,Corner,Cash or Installments,Mountain View Hyed,View,20300000.0,102010.05
"2,650,000 EGP",122.0,3.0,1 bathroom,11.0,2024.0,Developer,Main Street,Cash or Installments,Jasmine Gardens Compound,Garden,2650000.0,21721.31
"7,750,000 EGP",240.0,4.0,4 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,Yasmine 3 –,"View, Installment",7750000.0,32291.67
"7,196,864 EGP",155.0,3.0,3 bathroom,3.0,2026.0,Broker,Main Street,Cash or Installments,Sun Capital Compound,View,7196864.0,46431.38
"3,800,000 EGP",140.0,3.0,1 bathroom,2.0,2024.0,Broker,Lake,Cash,El Merag El,Basic,3800000.0,27142.86
"7,500,000 EGP",220.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash,Violet 12 With,View,7500000.0,34090.91
"9,000,000 EGP",150.0,3.0,3 bathroom,1.0,2028.0,Broker,Main Street,Cash or Installments,Unknown,Installment,9000000.0,60000.0
"8,800,000 EGP",260.0,3.0,2 bathroom,4.0,2012.0,Broker,Side Street,Cash,موقع مميز,الترا,8800000.0,33846.15
"7,000,000 EGP",108.0,2.0,1 bathroom,1.0,2025.0,Broker,Garden,Cash,Talaat Mostafa St,Basic,7000000.0,64814.81
"7,250,000 EGP",207.0,3.0,2 bathroom,2.0,2026.0,Broker,Side Street,Cash or Installments,Diplomats,Basic,7250000.0,35024.15
"3,500,000 EGP",130.0,3.0,1 bathroom,4.0,2015.0,Broker,Other,Cash,الحي السادس عشر,Basic,3500000.0,26923.08
"4,455,000 EGP",165.0,3.0,2 bathroom,4.0,2026.0,Broker,Main Street,Cash or Installments,The Second Area,Basic,4455000.0,27000.0
"5,500,000 EGP",195.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,Rock Eden Compound,Basic,5500000.0,28205.13
"7,000,000 EGP",280.0,4.0,4 bathroom,2.0,2025.0,Broker,Side Street,Cash or Installments,Tamr Hena 1,Basic,7000000.0,25000.0
"4,800,000 EGP",180.0,3.0,2 bathroom,2.0,2025.0,Broker,Side Street,Cash or Installments,El Defaa El,Basic,4800000.0,26666.67
"11,455,240 EGP",150.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,Mv,Basic,11455240.0,76368.27
"6,435,000 EGP",195.0,3.0,3 bathroom,4.0,2026.0,Broker,Main Street,Cash or Installments,The Second Area,Basic,6435000.0,33000.0
"8,911,000 EGP",136.0,2.0,2 bathroom,2.0,2026.0,Broker,Garden,Cash,كمبوند مارفيل,Basic,8911000.0,65522.06
"2,150,000 EGP",150.0,3.0,2 bathroom,3.0,2024.0,Broker,Back,Installments,Suez City,Basic,2150000.0,14333.33
"2,250,000 EGP",145.0,3.0,2 bathroom,2.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2250000.0,15517.24
"2,250,000 EGP",145.0,3.0,2 bathroom,3.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2250000.0,15517.24
"9,000,000 EGP",300.0,3.0,3 bathroom,13.0,2005.0,Broker,Main Street,Cash,Loran (Direct Abu,Basic,9000000.0,30000.0
"2,150,000 EGP",150.0,3.0,2 bathroom,5.0,2024.0,Broker,Back,Installments,Suez City,Basic,2150000.0,14333.33
"7,000,000 EGP",210.0,3.0,2 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,El Banafsag 12,Basic,7000000.0,33333.33
"2,250,000 EGP",145.0,3.0,2 bathroom,5.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2250000.0,15517.24
"2,350,000 EGP",155.0,3.0,2 bathroom,5.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2350000.0,15161.29
"6,500,000 EGP",99.0,2.0,1 bathroom,4.0,2025.0,Broker,Garden,Cash,Phase 9,Basic,6500000.0,65656.57
"1,250,000 EGP",96.0,2.0,1 bathroom,13.0,2013.0,Broker,Side Street,Cash,شارع ترعة الجبل,Basic,1250000.0,13020.83
"3,350,000 EGP",120.0,3.0,2 bathroom,2.0,1992.0,Broker,Side Street,Cash,Unknown,لوكس,3350000.0,27916.67
"19,300,000 EGP",207.0,4.0,4 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,Taj City Over,Installment,19300000.0,93236.71
"17,000,000 EGP",191.0,3.0,3 bathroom,4.0,2015.0,Broker,Side Street,Cash,سبيكترام,Basic,17000000.0,89005.24
"2,350,000 EGP",155.0,3.0,2 bathroom,3.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2350000.0,15161.29
"1,750,000 EGP",135.0,2.0,2 bathroom,5.0,2025.0,Broker,Side Street,Cash,تقسيم صقر قريش,Basic,1750000.0,12962.96
"5,600,000 EGP",82.0,1.0,1 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,The Butterfly Over,Installment,5600000.0,68292.68
"2,350,000 EGP",155.0,3.0,2 bathroom,2.0,2024.0,Broker,Corner,Installments,Suez City,Basic,2350000.0,15161.29
"4,732,000 EGP",185.0,3.0,2 bathroom,2.0,2026.0,Broker,Garden,Cash or Installments,First Neighborhood,Basic,4732000.0,25578.38
"6,558,000 EGP",166.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash or Installments,New Narges,Basic,6558000.0,39506.02
"13,900,000 EGP",208.0,3.0,3 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,El Patio Sola,Basic,13900000.0,66826.92
"8,350,000 EGP",141.0,2.0,2 bathroom,3.0,2020.0,Broker,Garden,Cash,كمبوند ماونتن فيو,فيو,8350000.0,59219.86
"5,000,000 EGP",168.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,5000000.0,29761.9
"15,000,000 EGP",190.0,3.0,3 bathroom,1.0,2015.0,Broker,Garden,Cash,فيلدج جاردن قطاميه,Basic,15000000.0,78947.37
"3,200,000 EGP",140.0,3.0,3 bathroom,2.0,2025.0,Broker,Other,Cash,دار مصر الأندلس,Basic,3200000.0,22857.14
"1,750,000 EGP",170.0,3.0,3 bathroom,,,EG-6589044,Side Street,Cash,Unknown,Basic,1750000.0,10294.12
"5,125,000 EGP",205.0,3.0,3 bathroom,3.0,2025.0,Broker,Main Street,Cash or Installments,Small Investor,Basic,5125000.0,25000.0
"8,300,000 EGP",163.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,8300000.0,50920.25
"8,936,000 EGP",168.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,كمبوند اليسيوم,Basic,8936000.0,53190.48
"7,300,000 EGP",119.0,3.0,3 bathroom,2.0,2021.0,Broker,Garden,Cash,المرحله السابعه,Basic,7300000.0,61344.54
"11,700,000 EGP",153.0,3.0,3 bathroom,5.0,2029.0,Broker,Garden,Cash or Installments,The Butterfly Compound,Basic,11700000.0,76470.59
"14,500,000 EGP",253.0,4.0,4 bathroom,1.0,2024.0,Cash,Lake,Cash,October Plaza Compound,Basic,14500000.0,57312.25
"6,235,000 EGP",131.0,2.0,2 bathroom,3.0,2025.0,Broker,Side Street,Installments,Taj City (Ba7Ry),Basic,6235000.0,47595.42
"3,800,000 EGP",94.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,The Heart Of,Installment,3800000.0,40425.53
"1,650,000 EGP",105.0,3.0,1 bathroom,1.0,2025.0,Broker,Side Street,Cash,المنطقه ل,Basic,1650000.0,15714.29
"10,400,000 EGP",136.0,3.0,3 bathroom,5.0,2029.0,Broker,Garden,Cash or Installments,The Butterfly,Basic,10400000.0,76470.59
"1,900,000 EGP",155.0,3.0,2 bathroom,1.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,1900000.0,12258.06
"5,425,000 EGP",225.0,3.0,3 bathroom,1.0,2026.0,Developer,Side Street,Installments,الحي الرابع,Basic,5425000.0,24111.11
"10,000,000 EGP",168.0,3.0,2 bathroom,2.0,2015.0,Broker,Main Street,Cash,كمبوند الباتيو أورو,Basic,10000000.0,59523.81
"9,931,000 EGP",169.0,3.0,3 bathroom,2.0,2028.0,Broker,Garden,Installments,Unknown,View,9931000.0,58763.31
"6,600,000 EGP",220.0,3.0,3 bathroom,6.0,2024.0,Broker,Other,Cash,شارع محيي الدين,Basic,6600000.0,30000.0
"1,600,000 EGP",102.0,2.0,1 bathroom,1.0,2025.0,Broker,Side Street,Cash,المنطقه ل,Basic,1600000.0,15686.27
"7,196,864 EGP",155.0,3.0,3 bathroom,3.0,2026.0,Broker,Main Street,Cash or Installments,Sun Capital Compound,"View, Finished",7196864.0,46431.38
"8,900,000 EGP",131.0,2.0,2 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,Crowns,Basic,8900000.0,67938.93
"3,800,000 EGP",94.0,2.0,1 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,Unknown,Installment,3800000.0,40425.53
"8,200,000 EGP",125.0,2.0,2 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,El Patio Sola,Basic,8200000.0,65600.0
"2,975,000 EGP",187.0,3.0,2 bathroom,7.0,2007.0,Broker,Main Street,Cash or Installments,Unknown,Basic,2975000.0,15909.09
"11,387,000 EGP",154.0,3.0,3 bathroom,2.0,2024.0,Installments,Garden,Installments,Village West Compound,Basic,11387000.0,73941.56
"1,650,000 EGP",150.0,3.0,2 bathroom,9.0,2025.0,Broker,Side Street,Cash,Unknown,Basic,1650000.0,11000.0
"1,100,000 EGP",100.0,3.0,1 bathroom,4.0,1999.0,Broker,Side Street,Cash,Unknown,Basic,1100000.0,11000.0
"12,200,000 EGP",152.0,3.0,2 bathroom,4.0,2026.0,Broker,Main Street,Installments,Unknown,تقسيط,12200000.0,80263.16
"4,036,500 EGP",167.0,3.0,2 bathroom,5.0,2026.0,Broker,Main Street,Cash or Installments,اشجار سيتي حدائق,تقسيط,4036500.0,24170.66
"6,800,000 EGP",144.0,2.0,3 bathroom,1.0,2028.0,Broker,Garden,Installments,Elysium Compound,Finished,6800000.0,47222.22
"1,650,000 EGP",165.0,3.0,3 bathroom,,,EG-6589022,Side Street,Cash,Unknown,Basic,1650000.0,10000.0
"5,100,000 EGP",130.0,3.0,2 bathroom,2.0,2024.0,Broker,Main Street,Cash,Green Revolution,Basic,5100000.0,39230.77
"4,230,000 EGP",141.0,3.0,2 bathroom,3.0,2028.0,Broker,Main Street,Installments,Ahmed Zewail Rd,Basic,4230000.0,30000.0
"3,700,000 EGP",140.0,3.0,3 bathroom,4.0,2025.0,Broker,Garden,Cash,Unknown,View,3700000.0,26428.57
"4,400,000 EGP",154.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,كمبوند جرين سيتي,Basic,4400000.0,28571.43
"1,400,000 EGP",135.0,3.0,2 bathroom,,,EG-6589035,Side Street,Cash,Unknown,Basic,1400000.0,10370.37
"1,700,000 EGP",160.0,3.0,2 bathroom,,,EG-6589029,Side Street,Cash,Unknown,Basic,1700000.0,10625.0
"14,700,000 EGP",220.0,3.0,3 bathroom,1.0,2015.0,Developer,Main Street,Cash,شارع النقل والهندسة,Basic,14700000.0,66818.18
"3,000,000 EGP",175.0,3.0,2 bathroom,1.0,2024.0,Broker,Back,Cash,Unknown,"View, Super Lux",3000000.0,17142.86
"4,500,000 EGP",125.0,3.0,1 bathroom,7.0,2011.0,Broker,Main Street,Cash,Unknown,Basic,4500000.0,36000.0
"2,800,000 EGP",107.0,2.0,1 bathroom,1.0,2010.0,Broker,Main Street,Cash,Unknown,Basic,2800000.0,26168.22
"9,000,000 EGP",185.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,Unknown,"Finished, Installment",9000000.0,48648.65
"3,250,000 EGP",171.0,3.0,3 bathroom,1.0,2025.0,Broker,Main Street,Cash,Hadayek Al Ahram,Basic,3250000.0,19005.85
"2,850,000 EGP",175.0,3.0,2 bathroom,3.0,2025.0,Broker,Main Street,Cash,Unknown,Basic,2850000.0,16285.71
"7,500,000 EGP",155.0,3.0,2 bathroom,2.0,2028.0,Broker,Garden,Installments,Elysium Compound,Finished,7500000.0,48387.1
"4,350,000 EGP",130.0,3.0,2 bathroom,2.0,2018.0,Broker,Other,Cash,Unknown,,4350000.0,33461.54
"7,800,000 EGP",280.0,3.0,2 bathroom,5.0,2018.0,Broker,Main Street,Cash or Installments,شارع الجابري,Basic,7800000.0,27857.14
"3,600,000 EGP",140.0,2.0,2 bathroom,4.0,2023.0,Broker,Back,Cash or Installments,The Fourth Area,Basic,3600000.0,25714.29
"1,255,000 EGP",153.0,3.0,3 bathroom,2.0,2025.0,Broker,Side Street,Cash or Installments,Unknown,Basic,1255000.0,8202.61
"1,900,000 EGP",155.0,3.0,3 bathroom,1.0,2023.0,Broker,Side Street,Cash,لــؤلــؤة أكتــوبــر حدائق,Basic,1900000.0,12258.06
"4,036,500 EGP",167.0,3.0,2 bathroom,5.0,2026.0,Broker,Garden,Cash or Installments,Unknown,Basic,4036500.0,24170.66
"6,000,000 EGP",175.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,شارع البستان,Basic,6000000.0,34285.71
"4,000,000 EGP",165.0,3.0,2 bathroom,2.0,2026.0,Broker,Other,Cash,كمبوند زيزينيا المستقبل,Basic,4000000.0,24242.42
"3,600,000 EGP",125.0,2.0,1 bathroom,11.0,2025.0,Broker,Main Street,Cash,قلب مدينة نصر,تشطيب,3600000.0,28800.0
"9,000,000 EGP",195.0,4.0,3 bathroom,2.0,2028.0,Broker,Garden,Installments,Elysium Compound,Finished,9000000.0,46153.85
"600,000 EGP",70.0,2.0,1 bathroom,,1980.0,Broker,Main Street,Cash,El Aml,Basic,600000.0,8571.43
"4,500,000 EGP",200.0,3.0,2 bathroom,4.0,2018.0,Broker,Main Street,Cash,شارع الجزيرة,Basic,4500000.0,22500.0
"4,035,000 EGP",155.0,3.0,3 bathroom,1.0,2028.0,Developer,Garden,Installments,بيت الوطن التجمع,فيو,4035000.0,26032.26
"2,400,000 EGP",85.0,2.0,1 bathroom,2.0,2028.0,Broker,Main Street,Installments,Unknown,Basic,2400000.0,28235.29
"6,000,000 EGP",175.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash,العماره) فيو مفتوح,"فيو, اسانسير",6000000.0,34285.71
"5,000,000 EGP",166.0,3.0,2 bathroom,1.0,2020.0,Broker,Back,Cash,اللوتس الجنوبيه,Basic,5000000.0,30120.48
"6,627,000 EGP",186.0,3.0,2 bathroom,2.0,2028.0,Broker,Main Street,Installments,Tesla Residence Compound,Basic,6627000.0,35629.03
"7,800,000 EGP",130.0,3.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,ويست فيو ريزيدنس,فيو,7800000.0,60000.0
"3,700,000 EGP",160.0,3.0,1 bathroom,3.0,2020.0,Broker,Main Street,Cash,Suez City,Basic,3700000.0,23125.0
"4,422,500 EGP",145.0,3.0,3 bathroom,3.0,2028.0,Broker,Corner,Cash or Installments,Unknown,Basic,4422500.0,30500.0
"17,000,000 EGP",205.0,3.0,3 bathroom,2.0,2015.0,Broker,Garden,Cash,سبيكترام,Basic,17000000.0,82926.83
"5,700,000 EGP",270.0,3.0,2 bathroom,1.0,2025.0,Broker,Other,Cash,Zayed Heights Compound,Basic,5700000.0,21111.11
"3,500,000 EGP",100.0,2.0,2 bathroom,2.0,2027.0,Broker,Side Street,Installments,Eighth Neighborhood,Basic,3500000.0,35000.0
"4,500,000 EGP",90.0,2.0,1 bathroom,3.0,2025.0,Broker,Main Street,Cash,Hadayek El Mohandiseen,Basic,4500000.0,50000.0
"5,742,000 EGP",198.0,3.0,3 bathroom,3.0,2028.0,Broker,Main Street,Cash or Installments,Unknown,Basic,5742000.0,29000.0
"3,600,000 EGP",150.0,3.0,2 bathroom,3.0,2025.0,Broker,Main Street,Cash,Other Neighborhoods In,Basic,3600000.0,24000.0
"1,500,000 EGP",110.0,2.0,2 bathroom,,,EG-6589520,Side Street,Cash,الطالبية بين الهرم,Basic,1500000.0,13636.36
"1,550,000 EGP",80.0,2.0,1 bathroom,3.0,2025.0,"19,375 EGP/M²",,,Degla Palms Compound,Basic,1550000.0,19375.0
"2,900,000 EGP",95.0,2.0,1 bathroom,1.0,2014.0,Broker,Back,Cash,Sheikh Zayed,Basic,2900000.0,30526.32
"1,850,000 EGP",130.0,3.0,1 bathroom,1.0,2011.0,Broker,Back,Cash,Street 2,Basic,1850000.0,14230.77
"6,250,000 EGP",125.0,3.0,2 bathroom,1.0,2019.0,Broker,Main Street,Cash,كمبوند كيان –,Basic,6250000.0,50000.0
"2,800,000 EGP",150.0,3.0,2 bathroom,3.0,2025.0,Broker,Lake,Cash,Divided From El,Basic,2800000.0,18666.67
"1,250,000 EGP",155.0,3.0,3 bathroom,4.0,2026.0,Broker,Side Street,Cash,شارع الامراء,Basic,1250000.0,8064.52
"4,655,000 EGP",133.0,3.0,2 bathroom,1.0,2027.0,Broker,Main Street,Installments,Zahraa El Maadi,Basic,4655000.0,35000.0
"5,500,000 EGP",197.0,3.0,3 bathroom,5.0,2014.0,Broker,Back,Cash,Tijan 2 Compound,Basic,5500000.0,27918.78
"4,200,000 EGP",197.0,3.0,3 bathroom,7.0,2014.0,Broker,Back,Cash,Tijan 2 Compound,Basic,4200000.0,21319.8
"5,900,000 EGP",131.0,3.0,2 bathroom,3.0,2027.0,Broker,Garden,Cash or Installments,Elan,Basic,5900000.0,45038.17
"3,600,000 EGP",115.0,2.0,2 bathroom,,2018.0,"31,304 EGP/M²",,,In Greater Cairo,Basic,3600000.0,31304.35
"3,900,000 EGP",180.0,3.0,2 bathroom,1.0,2025.0,Developer,Garden,Cash,المستثمرين الجنوبيه,Basic,3900000.0,21666.67
"5,450,000 EGP",176.0,3.0,2 bathroom,1.0,2020.0,Broker,Main Street,Cash,الخمائل,Basic,5450000.0,30965.91
"1,800,000 EGP",170.0,3.0,2 bathroom,10.0,2019.0,Broker,Side Street,Cash,Unknown,Basic,1800000.0,10588.24
"12,967,200 EGP",110.0,2.0,3 bathroom,2.0,2029.0,Broker,Garden,Installments,Jirian Compound,View,12967200.0,117883.64
"6,800,000 EGP",180.0,2.0,2 bathroom,,2016.0,Broker,Garden,Cash,Sheikh Zayed,Basic,6800000.0,37777.78
"11,102,000 EGP",224.0,4.0,4 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,Dejoya 1,Basic,11102000.0,49562.5
"7,800,000 EGP",116.0,2.0,2 bathroom,2.0,2027.0,Broker,Garden,Installments,O West Compound,Basic,7800000.0,67241.38
"13,250,000 EGP",160.0,3.0,3 bathroom,3.0,2029.0,Broker,Main Street,Cash or Installments,Unknown,Basic,13250000.0,82812.5
"11,200,000 EGP",164.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,Sarai Over 8,Basic,11200000.0,68292.68
"7,118,000 EGP",141.0,3.0,3 bathroom,2.0,2025.0,Broker,Garden,Cash or Installments,Dejoya 1 Compound,Installment,7118000.0,50482.27
"6,850,000 EGP",96.0,2.0,2 bathroom,,2026.0,Broker,Garden,Cash or Installments,Unknown,"Finished, Installment",6850000.0,71354.17
"14,000,000 EGP",212.0,3.0,3 bathroom,4.0,2025.0,Broker,Garden,Cash or Installments,Unknown,Basic,14000000.0,66037.74
"8,800,000 EGP",250.0,3.0,2 bathroom,13.0,2009.0,Broker,Main Street,Cash,Gianaclis,Basic,8800000.0,35200.0
"6,633,000 EGP",198.0,3.0,3 bathroom,2.0,2028.0,Broker,Pool,Installments,Address Home 2,Basic,6633000.0,33500.0
"6,250,000 EGP",181.0,3.0,2 bathroom,2.0,2019.0,Broker,Main Street,Cash,كمبوند مروج,Basic,6250000.0,34530.39
"12,500,000 EGP",182.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash or Installments,Sarai Over Installments,Installment,12500000.0,68681.32
"1,750,000 EGP",160.0,3.0,2 bathroom,8.0,2025.0,Broker,Side Street,Cash,فيصل,Basic,1750000.0,10937.5
"1,550,000 EGP",140.0,3.0,2 bathroom,4.0,2025.0,Broker,Side Street,Cash,Unknown,Basic,1550000.0,11071.43
"6,830,000 EGP",135.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash or Installments,De Joya 1,Basic,6830000.0,50592.59
"1,650,000 EGP",150.0,3.0,2 bathroom,5.0,2025.0,Broker,Side Street,Cash,Unknown,Basic,1650000.0,11000.0
"13,840,000 EGP",199.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,Mountain View Hyde,"View, Finished",13840000.0,69547.74
"7,100,000 EGP",130.0,3.0,3 bathroom,3.0,2026.0,Broker,Garden,Installments,ويست فيو ريزيدنس،,"فيو, لوكس",7100000.0,54615.38
"1,400,000 EGP",150.0,3.0,2 bathroom,3.0,2025.0,Broker,Side Street,Cash,Unknown,Basic,1400000.0,9333.33
"5,300,000 EGP",165.0,3.0,2 bathroom,6.0,2002.0,Broker,Main Street,Cash,El Nozha St.,Basic,5300000.0,32121.21
"5,500,000 EGP",175.0,3.0,2 bathroom,3.0,2025.0,Broker,Corner,Cash,Rock Eden Compound,Basic,5500000.0,31428.57
"6,000,000 EGP",170.0,3.0,2 bathroom,,,EG-6588113,Side Street,Cash,Unknown,Basic,6000000.0,35294.12
"6,200,000 EGP",165.0,3.0,2 bathroom,,,EG-6588104,Side Street,Cash,Unknown,Basic,6200000.0,37575.76
"11,200,000 EGP",155.0,3.0,3 bathroom,4.0,2029.0,Broker,Garden,Cash or Installments,المستقبل كمبوند اليفا,Basic,11200000.0,72258.06
"3,724,000 EGP",158.0,2.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,Almaqsad Park,Park,3724000.0,23569.62
"4,101,000 EGP",174.0,3.0,3 bathroom,2.0,2025.0,Broker,Main Street,Cash,Almaqsad Park,Park,4101000.0,23568.97
"4,300,000 EGP",102.0,2.0,2 bathroom,4.0,2018.0,Broker,Main Street,Cash,كمبوند الاشرفية,Basic,4300000.0,42156.86
"3,575,000 EGP",120.0,2.0,2 bathroom,4.0,2026.0,Broker,Main Street,Cash,Il Mondo Compound,Basic,3575000.0,29791.67
"7,700,000 EGP",146.0,3.0,3 bathroom,2.0,2029.0,Broker,Garden,Cash or Installments,De Joya 4,"Finished, Installment",7700000.0,52739.73
"3,700,000 EGP",140.0,3.0,3 bathroom,4.0,2025.0,Broker,Garden,Cash,دار مصر أكتوبر,"فيو, تشطيب",3700000.0,26428.57
"2,700,000 EGP",130.0,2.0,2 bathroom,1.0,2030.0,Cash,Main Street,Cash,Twelfth Neighborhood,Basic,2700000.0,20769.23
"4,860,000 EGP",133.0,3.0,3 bathroom,1.0,2028.0,Broker,Garden,Cash or Installments,كمبوند ادريس هوم,Basic,4860000.0,36541.35
"1,380,000 EGP",80.0,2.0,1 bathroom,1.0,2019.0,Broker,Main Street,Cash,كمبوند دجلة بالمز,Basic,1380000.0,17250.0
"4,955,000 EGP",182.0,3.0,3 bathroom,2.0,2026.0,Broker,Main Street,Cash,Il Mondo Compound,Finished,4955000.0,27225.27
"5,300,000 EGP",151.0,2.0,1 bathroom,2.0,2019.0,Broker,Main Street,Cash,الخمائل,Basic,5300000.0,35099.34
"2,150,000 EGP",95.0,2.0,1 bathroom,4.0,2025.0,Broker,Pool,Cash,Kattameya Gate Compound,Basic,2150000.0,22631.58
"4,125,000 EGP",132.0,2.0,2 bathroom,1.0,2026.0,Broker,Main Street,Cash,Il Mondo Compound,Finished,4125000.0,31250.0
"4,600,000 EGP",90.0,2.0,1 bathroom,3.0,2026.0,Broker,Garden,Cash,Unknown,Basic,4600000.0,51111.11
